Date,State,Estimated_Migrant_Workers,GSDP_per_capita_Lakhs,Avg_Wage,Unemployment_Rate_%,Corn_Yield_kg_per_ha,Rice_Yield_kg_per_ha,Wheat_Yield_kg_per_ha,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,PS,Population
2013-05,Tripura,8626,9.23,15305,6.79,2427.05,3248.83,3121.38,26.9,87.19,0.03,20.13,13.89,99.12,3798500
2013-06,Tripura,25400,4.48,15213,12.13,2461.69,2877.85,2023.82,27.86,90.03,0.03,10.45,18.35,98.85,3802910
2013-07,Tripura,41643,5.89,15616,7.26,2266.6,2544.28,3039.62,27.63,88.91,0.03,7.19,17.63,98.78,3807325
2013-08,Tripura,43265,8.92,15289,10.09,2426.83,2886.79,2796.83,27.02,90.68,0.03,9.07,15.84,99.03,3811745
2013-09,Tripura,20979,11.04,15490,10.15,2238.95,3621.3,3254.37,26.82,91.72,0.07,7.07,15.77,99.22,3816170
2013-10,Tripura,16529,8.41,15298,8.3,2985.43,3273.37,2789.68,25.33,90.17,0.12,5.66,14.8,99.72,3820600
2013-11,Tripura,21645,7.24,15639,6.18,2984.42,2727.61,2495.08,22.12,84.67,0.31,0,17.61,99.99,3825035
2013-12,Tripura,31424,6.35,15052,5.89,2319.55,3209.15,2533.26,19.31,73.73,0.35,0.09,13.67,100.11,3829475
2014-01,Tripura,18382,4.66,15752,8.05,2453.39,2359.26,2968.38,18.75,65.71,0.3,0,14.95,100.3,3833920
2014-02,Tripura,9025,10.95,15194,7.75,2044.87,2627.14,3226.01,20.65,53.9,0.23,0.43,17.23,99.96,3838371
2014-03,Tripura,48226,4.58,15613,7.95,2854.1,3149.73,2896.48,25.76,47.38,0.19,0.92,21.19,99.86,3842827
2014-04,Tripura,18844,9.36,15336,11.09,2340.71,2690.84,2673.22,30.15,51.95,0.1,2.99,21.86,99.53,3847288
2014-05,Tripura,9175,5.25,15390,6.28,2045.9,3100.98,2817.09,29.03,74.46,0.04,10.4,18.89,99.31,3851754
2014-06,Tripura,35519,7.47,15923,6.98,2219.97,3627.47,3012.42,28.2,88.8,0.03,16.83,15.44,98.77,3856225
2014-07,Tripura,14174,5.38,15636,9.47,2707.55,2805.06,2799.53,27.82,88.78,0.05,6.87,17.89,98.84,3860702
2014-08,Tripura,8443,7.92,16002,7.49,2688.21,3061.11,3360.67,27.26,90.19,0.04,12.64,15.3,99.07,3865184
2014-09,Tripura,26395,5.63,15694,11.01,2438.86,2798.18,3021.99,26.8,89.9,0.05,11.24,16.83,99.33,3869671
2014-10,Tripura,15725,4.87,15832,7.84,2120.61,3369.72,2344.75,25.28,86.26,0.2,2.45,17.77,99.84,3874163
2014-11,Tripura,38461,9.12,15700,8.8,2691.58,2740.69,2966.8,22.01,80.76,0.35,0,16.84,99.94,3878660
2014-12,Tripura,46115,11.15,15475,7.99,2772.2,3061.37,2380.13,19.18,71.1,0.34,0.38,13.34,100.16,3883163
2015-01,Tripura,49548,5.52,16032,10.35,2230.97,2708.54,2136.75,19.39,63.27,0.3,0.14,14.13,100.24,3887671
2015-02,Tripura,36351,4.47,15678,6.75,2838.24,3044.04,2402.57,21.6,52.77,0.29,1.13,17.28,100.11,3892184
2015-03,Tripura,23196,7.19,15857,6.04,2936.7,2719.47,2887.7,25.69,47.18,0.21,0.76,20.76,99.94,3896702
2015-04,Tripura,19254,7.98,15837,10.11,2252.42,2192.7,2322.45,26.03,79.81,0.08,11.65,17.88,99.67,3901226
2015-05,Tripura,19021,10.46,15595,6.58,2365.45,3359.32,2921.29,27.25,86.63,0.04,10.04,18.48,99.33,3905755
2015-06,Tripura,10724,6.48,15856,7.62,2542.06,2195.99,3244.53,27.56,89.59,0.03,11.88,15.01,99,3910289
2015-07,Tripura,33690,6.21,16042,7.75,2567.1,2952.23,3196.35,27.05,91.9,0.03,21.91,13.14,98.83,3914828
2015-08,Tripura,6407,10.76,16356,2.92,2874.25,3461.84,2713.52,27.24,90.92,0.04,11.53,15.1,99.13,3919373
2015-09,Tripura,13032,5.84,15845,7.47,2198.96,3395.57,2322.23,27.07,90.19,0.07,6.35,15.75,99.35,3923923
2015-10,Tripura,22794,11.1,15522,7.88,3084.18,3011.2,2428.69,25.32,87.45,0.17,2.88,16.75,99.85,3928478
2015-11,Tripura,24881,10.98,15959,9.31,2130.44,2488.96,2849.13,22.1,81.88,0.33,0.21,16.46,100.08,3933038
2015-12,Tripura,25756,8.7,15526,8.7,2498.08,2505.63,2675.24,19.05,71.64,0.34,0.09,12.19,100.29,3937604
2016-01,Tripura,45162,6.58,16087,7.9,2089.62,3235.72,2780.89,18.27,61.07,0.37,0.6,13.74,100.26,3942175
2016-02,Tripura,34416,10.86,16143,8.31,2386.48,2484.76,2694.95,23.1,61.76,0.22,2.07,15.5,100.15,3946751
2016-03,Tripura,49354,10.59,16629,7.32,2375.58,3127.09,2858.46,26.74,57.63,0.15,3.04,17.91,99.83,3951333
2016-04,Tripura,30752,5.32,16517,7.78,2737.62,2806.17,2148.86,27.67,79.22,0.03,7.49,18.28,99.37,3955920
2016-05,Tripura,17926,10.1,15994,7.75,2797.33,2625.59,2412.58,27.48,84.47,0.05,19.33,17.3,99.23,3960512
2016-06,Tripura,38765,4.52,16142,7.46,2487.07,3120.91,2614.21,27.7,89.26,0.02,9.13,18.13,99.09,3965110
2016-07,Tripura,19390,8.3,16523,6.08,2338.39,2843.59,3295.79,27.38,90.52,0.03,14.43,15.33,99.02,3969713
2016-08,Tripura,43867,5.98,16868,10.22,2499.2,2612.81,2464.78,27.64,90.05,0.04,11.54,17.79,98.94,3974321
2016-09,Tripura,26939,7.84,15936,7.94,2424.73,3095.14,2969.39,26.93,92.1,0.06,9.58,16.19,99.26,3978935
2016-10,Tripura,32307,6.28,16174,6.29,2537.25,2663.25,2651.62,25.95,89.24,0.15,6.43,16.44,99.51,3983554
2016-11,Tripura,35828,11.64,16004,5.78,2720.17,2541.56,2636.99,22.19,86.42,0.28,6.19,15.67,99.94,3988178
2016-12,Tripura,33513,6.73,16254,8.3,2679.24,3350.11,2732.48,19.72,83.63,0.38,0.05,14.9,100.11,3992808
2017-01,Tripura,29502,8.52,16626,7.84,2376.64,2471.15,2983.97,18.47,68.68,0.39,0.17,16.2,100.19,3997443
2017-02,Tripura,35063,9.24,16751,9.55,2895.63,4026.06,2935.26,21.65,58.89,0.31,0.77,18.32,100.11,4002083
2017-03,Tripura,27486,5.09,16411,10.35,2484.74,2632.08,2142.4,23.43,70.94,0.19,8.49,17.54,99.77,4006729
2017-04,Tripura,43258,6.7,16786,5.52,2553.09,3940.14,3244.78,25.97,85.99,0.07,21.39,17.76,99.52,4011380
2017-05,Tripura,36692,9.03,16428,6.65,2834.97,3098.24,2925.83,27.51,87.9,0.06,13.36,20.06,99.29,4016037
2017-06,Tripura,43384,7.59,16882,7.52,1772.88,3305,2597.23,27.37,92.13,0.04,29.02,16.22,98.93,4020699
2017-07,Tripura,20958,6.37,16371,7.19,2289.48,2870.7,2675.05,27.38,91.48,0.03,19.49,14.84,98.96,4025366
2017-08,Tripura,40016,8.63,16694,4.3,2284.71,3005.55,2604.6,27.57,91.18,0.03,24.71,16.08,99.06,4030039
2017-09,Tripura,22232,9.52,16614,5,2530.1,2405.13,2725.08,27.18,92.04,0.06,18.85,14.8,99.33,4034717
2017-10,Tripura,15748,10.8,17071,8.15,2171.11,2743.42,2850.19,25.58,89.13,0.14,12.52,15.79,99.6,4039401
2017-11,Tripura,15514,6.91,17284,5.82,2018.8,2671.04,2999.14,22.16,85.67,0.26,0.31,16.42,99.95,4044090
2017-12,Tripura,27738,9.54,17240,6.79,2076.05,3711.15,3221.54,19.72,84.68,0.33,5.56,13.95,100.19,4048785
2018-01,Tripura,13695,6.83,17266,7.48,2351.64,2685.12,2870.68,15.92,79.34,0.38,0.64,15.01,100.05,4053485
2018-02,Tripura,13070,7.75,17587,9.16,2065.76,2199.14,2639.23,20.29,76.21,0.3,1.04,16.78,100.07,4058191
2018-03,Tripura,32765,9.24,16873,10.26,2459.79,3037.77,2584.84,25.14,64.06,0.22,1.82,19.68,99.75,4062902
2018-04,Tripura,46662,11.55,16825,4.26,2882.18,2401.94,2401.61,26.34,76,0.11,11.16,18.78,99.6,4067618
2018-05,Tripura,35761,9.07,17544,9.05,2645.99,2535.34,2379.89,26.69,88.45,0.05,22.7,16.08,99.38,4072340
2018-06,Tripura,21698,5.36,17475,3.87,2537.01,2578.59,2753.42,27.45,91.49,0.04,19.46,15.79,98.84,4077067
2018-07,Tripura,20123,7,17038,9.92,2290.04,2655.33,2064.19,27.95,89.73,0.03,10.51,16.52,98.76,4081800
2018-08,Tripura,40144,8.22,16761,7.4,2541.87,2501.12,2741.12,27.76,89.89,0.05,9.86,17.04,98.84,4086538
2018-09,Tripura,30616,12.3,17241,6.79,2346.37,2917.4,2747.61,27.17,89.82,0.08,6.69,17.63,99.38,4091282
2018-10,Tripura,42146,12.2,17271,9.14,2558.09,2708.9,3234.94,24.47,85.47,0.18,2.61,16.09,99.89,4096031
2018-11,Tripura,16182,10.55,17154,3,1945.78,2909.36,3092.68,21.63,78.68,0.32,0.77,16.48,100.12,4100786
2018-12,Tripura,29833,8.08,17423,8.89,2643.03,2610.07,2517.11,19.04,68.41,0.37,1.1,14.14,100.19,4105546
2019-01,Tripura,38342,10.41,17361,7.2,2197.96,3239.69,2541.03,18.78,58.28,0.38,0,16.81,100.3,4110312
2019-02,Tripura,36331,6.75,17945,7.92,2576.54,3105.72,3628.94,21.1,56.53,0.28,3.02,16.76,100.13,4115084
2019-03,Tripura,31128,4.83,17264,10.13,2593.98,2675.54,2288.95,24.44,59.57,0.2,1.84,19.37,99.87,4119861
2019-04,Tripura,36556,12.22,17588,8.8,2417.24,2952.37,2026.26,27.3,71.03,0.13,5.65,20.51,99.6,4124644
2019-05,Tripura,26969,11.78,17764,6.56,2285.84,3118.94,2613.68,28.37,80.94,0.04,15.82,19.98,99.3,4129432
2019-06,Tripura,26876,7.88,17980,7.14,2790.59,2376.66,3036.91,27.96,89.66,0.04,14.67,17.47,98.99,4134226
2019-07,Tripura,13949,11.12,17980,5.36,2774.17,3382.6,2251.95,27.67,90.87,0.03,24.52,15.22,98.93,4139025
2019-08,Tripura,29518,10.54,18035,8.76,2594.37,2732.5,2307.85,27.92,89.88,0.04,10,18.15,98.94,4143830
2019-09,Tripura,10670,7.48,17898,9.24,2375.84,2638.01,3122.26,27.05,90.94,0.07,10.23,16.73,99.47,4148640
2019-10,Tripura,29099,11.32,17540,8.23,2653.92,2539.02,2546.52,25.33,89.84,0.15,8.97,15.72,99.84,4153456
2019-11,Tripura,44335,7.02,17731,7.9,2385.79,2971.04,3152.23,22.32,86.12,0.31,1.94,15.87,100,4158278
2019-12,Tripura,17716,10.61,17614,6.7,2707.23,3020.56,2708.77,17.66,84.05,0.35,0.27,13.28,100.33,4163105
2020-01,Tripura,43885,5.77,17792,6.59,1967.99,3516.8,2643.52,16.69,80.13,0.33,1.61,12.71,100.28,4167938
2020-02,Tripura,12837,5.96,17867,8.54,2966.45,3078.44,3508.85,19.16,64.96,0.3,0.09,16.73,100.27,4172776
2020-03,Tripura,24159,5.2,18151,10.68,2681.9,2427.19,2584.95,24.74,55.65,0.21,0.58,20.08,99.87,4177620
2020-04,Tripura,46266,12.3,17571,7.41,2449.26,2650.49,2668.03,27.02,68.33,0.1,8.57,19.09,99.74,4182470
2020-05,Tripura,41877,12.05,18002,8.78,2089.92,3002.29,2883.09,27.33,84.18,0.08,13.76,18.51,99.38,4187325
2020-06,Tripura,26560,10.31,17816,6.99,2198.77,3776.1,2822.23,27.44,91.2,0.03,17.4,16.18,99.1,4192186
2020-07,Tripura,22106,4.96,17542,6.98,2254.98,2348.18,2820.98,27.68,90.84,0.03,12.67,15.74,99.08,4197053
2020-08,Tripura,13720,11.77,18240,9.02,2421.85,3313.22,2749.82,27.61,90.68,0.04,8,16.84,98.93,4201925
2020-09,Tripura,42661,6.92,17888,5.68,2141.88,3668.29,2952.47,27.43,91.38,0.06,11.94,15.72,99.26,4206803
2020-10,Tripura,33362,10.57,18495,9.45,2423.77,3065.86,2965.91,26.64,90.58,0.12,10.13,15.82,99.44,4211687
2020-11,Tripura,33258,8.72,18238,10.17,2071.34,3063.08,2642.46,22.41,85.92,0.28,0.52,16.16,100.11,4216576
2020-12,Tripura,26782,9.62,18429,6.46,2652.19,2703.93,2588.35,17.74,83.42,0.39,0,14.82,100.17,4221471
2021-01,Tripura,46168,7.94,18353,6.04,2998.86,3492.36,1646.55,17.5,74.44,0.37,0.15,14.18,100.11,4226372
2021-02,Tripura,26120,12.29,18716,8.23,2847.03,2970.54,2552.14,20.54,56.44,0.36,0,17.96,100.04,4231278
2021-03,Tripura,24790,7.74,18764,7.69,2197.85,2620.35,2562.02,26.32,54.69,0.23,2.27,19.33,99.74,4236190
2021-04,Tripura,32912,9.44,18441,9.99,2161.86,2458.16,2435.87,28.76,56.67,0.09,2.57,21.92,99.6,4241108
2021-05,Tripura,47907,7.93,18675,8.63,2597.02,3020.04,2994.55,28.03,77.29,0.06,10.24,19.59,99.34,4246031
2021-06,Tripura,39812,8.79,18855,6.8,2480.09,2477.33,2973.05,27.29,89.13,0.03,12.73,14.52,99.04,4250960
2021-07,Tripura,41160,10.93,18766,11.57,2198.59,3258.65,2391.93,27.71,89.2,0.03,13.58,16.04,98.93,4255895
2021-08,Tripura,24156,7.36,18589,8.34,2293.76,2855.44,3036.04,27.42,90.07,0.04,11.38,15.69,99.14,4260836
2021-09,Tripura,15672,11.32,18228,8.15,2552.8,3008,3459.98,27.11,91,0.08,9.11,17.8,99.35,4265782
2021-10,Tripura,19444,7.68,18381,7.36,1948.91,2584.65,2421.58,25.87,89.2,0.12,5.37,16.37,99.61,4270734
2021-11,Tripura,11784,6.59,18726,7.33,1968.8,2712.19,3040.72,20.86,85.25,0.28,0.53,15.75,99.99,4275692
2021-12,Tripura,22929,7.54,18445,9.31,2322.51,2866.8,2197.11,18.55,84.77,0.3,3.33,13.78,100.3,4280656
2022-01,Tripura,6070,9.83,18733,9.81,2261.04,2815.32,3024.84,17.31,76.14,0.31,0.71,13.53,100.17,4285625
2022-02,Tripura,27906,12.48,18874,10.24,1997.53,2818,3180.39,18.31,65.15,0.29,1.4,17.51,100.05,4290600
2022-03,Tripura,39618,11.71,18714,8.63,2366.48,2153.78,3247.71,25.73,52.38,0.26,0.92,20.34,99.66,4295581
2022-04,Tripura,7939,12.92,18748,7.15,2720.47,3347.76,2189.68,29.05,65.47,0.05,3.06,19.29,99.5,4300568
2022-05,Tripura,34841,8.39,18398,8.46,2953.74,2690.69,2621.7,27.81,80.45,0.04,16.66,17.1,99.17,4305560
2022-06,Tripura,47863,8.85,18332,4.45,2289.17,3378.77,2737.07,26.9,90.33,0.03,17.04,13.67,99.12,4310558
2022-07,Tripura,21301,12.68,19111,7.38,2644.52,3030.36,2766.74,27.79,87.89,0.04,6.83,20.27,99.1,4315562
2022-08,Tripura,12194,8.54,18628,5.42,2215.96,3724.86,2287.81,27.74,88.12,0.05,9,19.66,99.08,4320572
2022-09,Tripura,10851,10.6,18495,11.19,2623.68,3150.66,3204.02,27,90.84,0.05,11.31,16.09,99.37,4325588
2022-10,Tripura,21378,9.66,18610,8.22,2916.43,2945.04,2985.64,25.39,89.34,0.16,8.77,17.43,99.76,4330609
2022-11,Tripura,5678,8.53,19165,8.32,3029.46,2973.93,2426.75,22.09,84.59,0.33,0.03,17.26,100,4335636
2022-12,Tripura,35640,8.01,18478,8.55,2384.66,2478.14,2930.14,19.04,75.74,0.41,0.2,14.21,100.08,4340669
2023-01,Tripura,38756,13.01,19579,5.81,2819.34,2951.58,2232.66,17.84,67.8,0.36,0.03,14.56,100.26,4345708
2023-02,Tripura,34777,8.7,19146,7.39,2806.5,2289.48,2258.92,21.58,53.9,0.29,0.08,17.27,100.06,4350753
2023-03,Tripura,31183,9.31,19071,8.57,2446.5,3100.71,2947.79,25.24,56.52,0.19,3.81,17.21,99.93,4355804
2023-04,Tripura,32445,5.2,18947,7.84,2480.16,3704.02,2822.81,28.03,63.68,0.17,3.9,21.96,99.57,4360861
2023-05,Tripura,6502,12.54,18745,8.13,2810.4,3314.78,2347.49,28.83,68.31,0.07,6.05,19.44,99.42,4365923
2023-06,Tripura,26665,11.99,19208,7.7,2449.08,3849.33,2623.48,28.23,85.41,0.03,17.38,15.56,99.05,4370991
2023-07,Tripura,21198,9.33,18809,7.39,2297.61,3068.23,2636.02,28.29,87.93,0.04,9.19,20.26,99.1,4376065
2023-08,Tripura,26411,11.74,18905,6.91,2261.89,2806.69,3301.2,27.62,90.14,0.03,14.3,13.67,99.03,4381145
2023-09,Tripura,20867,11.7,19497,10.33,2459.01,2468.77,2270.89,27.57,90.48,0.07,9.09,17.73,99.27,4386231
2023-10,Tripura,19266,6.6,19678,6.36,3162.04,2910.67,2952.1,25.58,87.61,0.18,6.5,15.67,99.82,4391323
2023-11,Tripura,44422,13.46,19650,8.34,2268.59,3128.39,3310.77,22.62,84.04,0.31,4.1,15.49,100.16,4396421
2023-12,Tripura,40208,7.88,19529,10.46,2304.32,3183.43,2307.99,19.35,83.14,0.34,1.6,13.15,100.26,4401525
2024-01,Tripura,48002,9.96,19245,6.74,3106.86,3107.41,2655.52,16.71,72.1,0.35,0.1,12.33,100.36,4406635
2024-02,Tripura,36213,9.15,20024,7.63,2410.64,2795.98,2639.38,20.17,63.72,0.26,1.52,15.82,100.28,4411751
2024-03,Tripura,12367,7.93,20038,6.45,1765.75,2960.81,2751.04,24.47,58.68,0.22,3.61,18.31,99.98,4416872
2024-04,Tripura,18490,9.15,19343,5.57,2646.6,2790.74,2530.14,28.94,64.97,0.05,2.92,19.74,99.44,4421999
2024-05,Tripura,40362,5.58,19731,8.13,2497.67,2355.05,2850.2,28.59,78.72,0.08,15.95,18.81,99.28,4427132
2024-06,Tripura,43285,12.26,19819,11.16,1941.45,3448.33,3039.49,28.27,89.41,0.04,20.55,14.09,99.04,4432271
2024-07,Tripura,14219,6.06,20006,8.22,2222.14,3264.46,2839.03,28.24,89.29,0.03,9.91,19.3,98.85,4437416
2024-08,Tripura,11310,11.79,19873,8.03,2197.3,2190.85,2910.75,27.15,91.42,0.03,22.34,17.64,99.22,4442567
2024-09,Tripura,41307,11.48,19923,8.65,2261.72,3437.99,2804.91,27.64,90.85,0.07,8.72,19.47,99.21,4447724
2024-10,Tripura,34631,13.71,19785,11.82,2290.13,3719.14,3001.76,25.87,90.1,0.14,15.83,11.44,99.71,4452887
2024-11,Tripura,19744,7.64,19804,8.38,1403.47,2805.44,2315.57,22.2,85.22,0.25,0.89,10.79,100.06,4458056
2024-12,Tripura,24867,7.39,19357,7.03,2260.06,2942.11,2923.92,17.89,81.9,0.41,0.05,11.09,100.19,4463231
2000-01,Uttar Pradesh,35437,6.48,9876,6.71,2578.41,3431.15,3022.81,16.39,31.51,1.77,0.18,12.84,100.08,163139084
2000-02,Uttar Pradesh,17067,4.41,9648,7.67,2672.42,3080.6,3250.38,17.87,27.49,2.09,0.12,18.24,99.91,163391823
2000-03,Uttar Pradesh,36223,3.75,9525,9.26,2405.12,2883.88,2133.05,24.75,15.46,2.21,0.05,21.56,99.51,163644953
2000-04,Uttar Pradesh,70699,7.86,9801,7.67,2816.85,2969.23,3826.76,32.56,12.48,2.44,0.09,24.51,98.92,163898475
2000-05,Uttar Pradesh,24633,6.58,9554,7.2,2378.34,3035.43,2991.28,35.76,30.78,2.61,2.15,23.59,98.67,164152390
2000-06,Uttar Pradesh,49389,3.47,9838,8.64,2169.43,3143.42,2812.13,32.93,56.37,2.83,5.94,19.6,98.47,164406698
2000-07,Uttar Pradesh,64018,6.46,9631,6.38,2408.89,3469.04,2483.69,30.78,71.98,2.22,6.19,16.81,98.46,164661400
2000-08,Uttar Pradesh,57256,6.62,10424,7.64,2582.47,3581.87,2552.68,30.02,76,2.03,13.29,18,98.65,164916497
2000-09,Uttar Pradesh,27270,4.43,9696,6.96,2410.93,3938.12,2966.04,27.31,81.72,1.27,3.72,17.7,99.08,165171989
2000-10,Uttar Pradesh,48451,4.57,10308,7.8,2348.14,3321.05,2601.17,25.16,60.8,0.99,0.02,18.65,99.5,165427877
2000-11,Uttar Pradesh,62896,6.85,9912,9.16,2030.53,3548.95,2413.93,21.28,44.69,1.26,0.01,15.53,99.93,165684161
2000-12,Uttar Pradesh,43521,4.2,10309,10.14,3235.51,2804.27,3546.64,16.16,36.52,1.33,0.03,13.2,100.15,165940842
2001-01,Uttar Pradesh,53904,6.68,10700,11.44,2089.4,3410.2,2974.9,14.74,37.18,1.7,0.03,12.22,100.04,166197921
2001-02,Uttar Pradesh,29004,4.99,10384,11.63,2751.32,3387.21,2625.79,19.48,25.55,2.06,0.09,17.71,99.78,166455397
2001-03,Uttar Pradesh,40800,3.87,10812,9.55,2107.35,2979.63,2878.06,25.41,15.99,2.02,0.12,21.49,99.61,166713272
2001-04,Uttar Pradesh,15705,7.5,10450,5.39,2358.45,3111.02,2915.37,31.59,18.45,2.26,0.16,24.03,99.23,166971547
2001-05,Uttar Pradesh,53788,7.07,10626,7.18,2226.99,3157.99,2706.48,35.39,30.55,2.26,1.37,23.94,98.65,167230222
2001-06,Uttar Pradesh,29929,7.73,10390,8.89,2290.01,3314.95,2528.05,33.95,51.23,2.19,4.97,19.77,98.42,167489298
2001-07,Uttar Pradesh,66066,5.93,10256,7.29,2363,3028.82,3281.01,31.49,69.2,2.38,6.77,17.74,98.49,167748775
2001-08,Uttar Pradesh,65260,6.21,10279,6.54,2557.84,3211.32,2695.83,29.99,77.2,1.63,6.14,18.82,98.74,168008654
2001-09,Uttar Pradesh,48649,6.39,10499,9.17,2476.45,2980.45,2902.66,29.06,67.47,1.34,2.69,19.67,99.12,168268936
2001-10,Uttar Pradesh,46435,3.91,10471,9.47,2411.21,3536,2669.39,25.5,68.26,1.46,3.46,16.06,99.56,168529621
2001-11,Uttar Pradesh,17284,4.64,10428,9.52,1987.83,4097.12,2685.42,21.37,42.13,1.04,0.2,13.94,100.07,168790710
2001-12,Uttar Pradesh,39580,7.86,10664,6.94,2893.95,3561.92,3130.83,16.52,39.72,1.24,0,10.98,100.38,169052203
2002-01,Uttar Pradesh,54253,4.99,10923,7.57,2440.59,3114.67,2353.92,15.03,48.56,1.56,0.55,11.75,100.22,169314101
2002-02,Uttar Pradesh,41985,7.61,10980,6.81,3097.04,2659.28,2711.13,18.79,42.73,1.96,0.94,16.06,100.2,169576405
2002-03,Uttar Pradesh,51991,6.84,10698,8.93,2529.7,2957.02,2570.09,25.83,24.87,1.97,0.01,21.67,99.62,169839115
2002-04,Uttar Pradesh,27628,5,11197,9,2918.3,3380.11,2912.72,32.52,14.42,2.2,0.01,23.52,99.1,170102232
2002-05,Uttar Pradesh,29185,5.87,10816,7.99,2380.13,3425.71,2637.44,35.87,24.66,2.42,0.86,24.1,98.59,170365757
2002-06,Uttar Pradesh,10596,6.57,10596,8.36,2971.12,3044.49,3230.42,35.96,38.42,2.44,2.4,22.43,98.46,170629690
2002-07,Uttar Pradesh,64624,6.25,11004,7.93,2465.85,3028.61,3228.9,35.97,41.99,2.72,4.39,18.33,98.32,170894032
2002-08,Uttar Pradesh,23349,4.98,11059,8.25,3158.18,3624.15,3107,30.89,68.45,2.17,4.08,16.5,98.7,171158784
2002-09,Uttar Pradesh,57127,5.23,10882,8.44,2676.79,2797.22,2903.33,27.53,77.11,1.79,7.01,15.87,99.22,171423946
2002-10,Uttar Pradesh,54792,6.46,10744,6.62,2226.09,3150.31,2954.02,25.76,56.12,1.1,0.7,17.34,99.67,171689519
2002-11,Uttar Pradesh,16695,6.1,11111,8.62,1911.75,3015.5,2945.21,21.71,41.45,1.32,0.05,14.39,99.99,171955503
2002-12,Uttar Pradesh,67780,4.39,10539,7.91,2474.89,3143.22,2330.4,17.04,42.34,1.42,0.63,11.7,100.19,172221899
2003-01,Uttar Pradesh,10563,5.66,10821,8.63,2267.24,3413.98,2800.2,13.97,46.14,1.7,0.51,9.04,100.38,172488708
2003-02,Uttar Pradesh,14397,4.78,11542,7.87,2601.96,2781.39,2806.82,18.96,47.69,1.94,0.8,15.28,100.07,172755930
2003-03,Uttar Pradesh,71973,6.6,11296,8.6,1809.4,3338.4,3432.78,24.65,27.78,2,0.01,21.11,99.69,173023566
2003-04,Uttar Pradesh,56829,7.5,11072,6.68,2180.49,2623.87,2954.31,32.18,18.64,2.48,0.44,24.36,99.2,173291617
2003-05,Uttar Pradesh,57715,4.61,11512,9.82,2942.16,2999.16,2369.74,34.7,16.59,2.64,0.27,24.12,98.82,173560083
2003-06,Uttar Pradesh,50574,8.39,11491,8.78,2437.41,2588.03,2565.9,36.71,34.81,2.26,2.45,21.15,98.27,173828965
2003-07,Uttar Pradesh,26401,8.31,11317,7.53,2408.79,2628.27,2527.73,31.83,66.17,2.6,5.74,17.61,98.63,174098264
2003-08,Uttar Pradesh,61527,3.39,11095,8.47,2522.36,3086.01,2301.61,30.16,75.83,1.88,6.25,16.59,98.71,174367980
2003-09,Uttar Pradesh,19591,5.81,11456,8.2,2618.91,2847.23,3052.09,27.95,84.39,1.55,8.67,12.79,99.04,174638114
2003-10,Uttar Pradesh,20413,4.06,11161,6.92,2734.15,2782.18,3014.95,23.79,69.83,1.32,0.75,18.34,99.72,174908666
2003-11,Uttar Pradesh,60556,5.83,11566,9.09,2248.91,3529.5,2520.3,19.1,58.83,1.31,0,14.58,100.09,175179637
2003-12,Uttar Pradesh,74721,6.56,11202,9.18,2605.82,2924.96,2444.09,16.02,58.75,1.33,0.46,10.29,100.34,175451028
2004-01,Uttar Pradesh,33727,6.04,11679,8.45,2770.27,2754.35,2204.97,14.49,57.8,1.45,1.3,9.59,100.23,175722839
2004-02,Uttar Pradesh,38707,8.39,11741,4.13,1635.4,2649.98,3281.57,18.36,42.77,1.65,0,18.03,100.03,175995072
2004-03,Uttar Pradesh,19285,6.63,11141,7.91,2877.32,2712.56,2668.94,26.67,24.64,2.31,0,22.47,99.5,176267726
2004-04,Uttar Pradesh,24930,6.5,11716,8.81,2360.53,2466.63,2467.91,32.98,21.24,2.41,0.45,22.95,99.06,176540803
2004-05,Uttar Pradesh,19765,4.27,11606,9.35,2794.34,3201.56,2895.58,35.23,25.4,2.73,1.22,23.9,98.69,176814303
2004-06,Uttar Pradesh,52666,4.56,11957,9.41,2099.46,3040.28,1993.65,32.72,55.89,3.22,8.5,19.98,98.54,177088226
2004-07,Uttar Pradesh,42063,3.77,12036,6.12,2752.84,3103.43,2329.17,29.51,79.03,2.4,7.11,18.24,98.57,177362574
2004-08,Uttar Pradesh,35467,4.95,11760,8.48,2984.93,2281.53,2985.61,29.4,80.11,2.61,4.38,18.93,98.63,177637347
2004-09,Uttar Pradesh,44107,4.94,11803,6.53,2666.55,2504.13,2786.75,28.87,69.6,1.6,4.68,18.52,99.22,177912546
2004-10,Uttar Pradesh,25239,3.69,11127,9.67,2008.95,1861.45,2426.24,25.26,56.94,1.24,0.73,16.55,99.88,178188171
2004-11,Uttar Pradesh,28335,8.1,11496,5.71,2315.01,3257.7,2823.59,20.66,47.01,1.2,0.01,14.19,100.15,178464223
2004-12,Uttar Pradesh,32838,4.34,11910,6.97,2528.06,2594.23,2614.5,16.75,49.81,1.43,0.01,10.76,100.23,178740703
2005-01,Uttar Pradesh,21726,8.9,12337,6.71,2221.02,2510.01,2592.21,15.23,52.99,1.52,0.89,11.54,100.21,179017611
2005-02,Uttar Pradesh,15742,5.34,11826,6.16,2522.35,2770.94,2686.77,19.56,42.8,2.28,0.2,16.57,100.03,179294948
